router_name,mean_success_rate,mean_cost_per_task_usd,mean_cost_per_success_usd,mean_latency_p50_ms,mean_latency_p95_ms,mean_tool_call_accuracy,mean_fallback_rate,mean_route_stability,mean_robustness_std,benchmarks_covered,is_pareto_optimal
LiteLLM Router (live),0.72,0.005434872800000001,0.0075484344444444445,49363.463408000825,69431.84155100316,0.72,0.0,1.0,0.5303300858899106,1,True
Aurelio Semantic Router (live),0.96,0.25968468,0.27050487500000003,54797.22508399573,67933.28423560013,0.96,1.0,1.0,0.029462782549439452,1,True
